Q0WV96	AT1G01010
A0A1P8BA43	AT5G22010
Q9C587	AT5G22010
A0A384L1G6	AT5G22020
A0A178UPT3	AT5G22030
A0A178UR95	AT5G22030
Q9C585	AT5G22030
Q9C584	AT5G22040
A0A178UHB1	AT5G22050
Q56WB4	AT5G22050
Q9C583	AT5G22050
P42825	AT5G22060
A0A178U8M9	AT5G22070
A0A178UMQ1	AT5G22080
F4K8E9	AT5G22080
Q0V865	AT5G22090
Q9C578	AT5G22100
A0A1P8BH84	AT5G22110
Q500V9	AT5G22110
A0A178UBF9	AT5G22120
A0A1P8BHL0	AT5G22130
F4K8F7	AT5G22130
Q500W7	AT5G22130
F4K8F9	AT5G22140
Q9C574	AT5G22140
A0A1P8BC60	AT5G22145
A0A1P8BGM2	AT5G22150
Q9C573	AT5G22150
Q9C572	AT5G22160
Q5BPI9	AT5G22170
Q9C571	AT5G22170
Q9C570	AT5G22180
Q9C569	AT5G22190
Q9C568	AT5G22200
Q9FV71	AT5G22220
Q9FMS7	AT5G22240
Q9FMS6	AT5G22250
Q9FMS5	AT5G22260
Q9FMS4	AT5G22270
A0A178UMH7	AT5G22280
B3H5W3	AT5G22280
A0A1P8BAF4	AT5G22290
Q94F58	AT5G22290
A0A1P8BBX1	AT5G22300
P46011	AT5G22300
Q93ZM2	AT5G22310
F4K9U4	AT5G22320
Q9FMS0	AT5G22320
Q9FMR9	AT5G22330
F4K9U7	AT5G22340
Q84TE7	AT5G22340
Q93YN4	AT5G22350
A0A178URW6	AT5G22355
Q9FMR5	AT5G22360
Q56XY2	AT5G22370
Q9FMR3	AT5G22380
Q9FMR2	AT5G22390
Q9FMR1	AT5G22400
Q9FMR0	AT5G22410
A0A178U9B0	AT5G22420
A0A1P8BF09	AT5G22420
A0A1P8BF17	AT5G22420
A0A1P8BF24	AT5G22420
A0A1P8BF25	AT5G22420
Q9FMQ9	AT5G22420
Q9FMQ8	AT5G22430
P59231	AT5G22440
F4K9W2	AT5G22450
Q9FMQ6	AT5G22450
Q9FMQ5	AT5G22460
A0A2H1ZE65	AT5G22470
Q9FK91	AT5G22470
F4K9W6	AT5G22480
A0A1P8BC64	AT5G22490
Q9FK89	AT5G22490
A0A1P8BDD4	AT5G22500
Q39152	AT5G22500
Q9FK88	AT5G22510
Q9FK87	AT5G22520
Q9FK86	AT5G22530
Q9FK85	AT5G22540
A0A178URP2	AT5G22545
F4K9X4	AT5G22550
Q940U3	AT5G22550
Q9FK84	AT5G22550
F4K9X6	AT5G22555
Q5BPI8	AT5G22560
Q9FK83	AT5G22560
Q8GWF1	AT5G22570
Q9FK81	AT5G22580
Q9FNK2	AT5G22590
A0A178UQX1	AT5G22600
Q1PDU4	AT5G22600
Q9FNK1	AT5G22600
F4IGB0	AT5G22608
F4K9Y3	AT5G22608
A0A178UI13	AT5G22610
Q9FNK0	AT5G22610
A0A178UCX0	AT5G22620
A0A178UDD1	AT5G22620
A0A178UDG3	AT5G22620
A0A178UQZ9	AT5G22620
A0A178USG3	AT5G22620
A0A1P8BB43	AT5G22620
F4K9Y6	AT5G22620
Q9FNJ9	AT5G22620
Q9FNJ8	AT5G22630
A0A1P8BBB7	AT5G22640
F4K9Z1	AT5G22640
Q8LPR8	AT5G22640
Q56WH4	AT5G22650
Q9FNJ5	AT5G22660
Q9FNJ4	AT5G22670
Q9FNJ3	AT5G22680
A0A1P8BDK0	AT5G22690
A0A1P8BDK2	AT5G22690
A0A1P8BDP8	AT5G22690
Q9FNJ2	AT5G22690
A0A1P8BHD3	AT5G22700
A0A1P8BHE0	AT5G22700
Q9FNJ1	AT5G22700
Q9FNI9	AT5G22720
A0A1P8BCX4	AT5G22730
Q9FNI8	AT5G22730
Q9FNI7	AT5G22740
Q9FNI6	AT5G22750
A0A1P8BGE8	AT5G22760
A0A1P8BGG5	AT5G22760
F4KBB1	AT5G22760
A0A1P8BGI2	AT5G22765
Q8LPL6	AT5G22770
Q8LPK4	AT5G22780
A0A1P8B9U7	AT5G22785
Q9FGP9	AT5G22790
F4KBB7	AT5G22791
Q2V355	AT5G22791
F4KBB9	AT5G22794
F4KBC0	AT5G22794
A0A1P8BCC6	AT5G22800
Q9FFC7	AT5G22800
A0A178UPR9	AT5G22810
Q9FFC6	AT5G22810
C0Z225	AT5G22820
Q944A0	AT5G22820
Q058N4	AT5G22830
A0A178UED3	AT5G22840
Q84WL3	AT5G22840
A0A178UGQ9	AT5G22850
A0A1P8BBB4	AT5G22860
A0A1P8BBB9	AT5G22860
A0A1P8BBC5	AT5G22860
C0Z214	AT5G22860
F4KBC9	AT5G22860
Q9FFC1	AT5G22870
Q8LBZ1	AT5G22875
Q9FFC0	AT5G22880
Q0WT24	AT5G22890
Q9FFB8	AT5G22900
Q9FFB7	AT5G22910
A0A1P8BAG6	AT5G22920
Q570Q0	AT5G22920
Q9FFB6	AT5G22920
A0A178UTM5	AT5G22930
A0A1P8B9M3	AT5G22940
Q6NMM8	AT5G22940
Q9FFB3	AT5G22950
Q9FFB2	AT5G22960
F4KBE2	AT5G22970
Q9FFB1	AT5G22970
Q9FFB0	AT5G22980
Q9FG68	AT5G23000
A0A1P8B9L0	AT5G23010
A0A1P8B9L6	AT5G23010
Q9FG67	AT5G23010
Q9FN52	AT5G23020
Q9FN51	AT5G23030
Q2V354	AT5G23035
Q9FN50	AT5G23040
A0A178US68	AT5G23050
A0A1R7T3B7	AT5G23050
F4KBF3	AT5G23050
A0A1P8BCX7	AT5G23060
Q9FN48	AT5G23060
F4KBF5	AT5G23070
Q8GXN9	AT5G23080
F4KBG0	AT5G23090
F4KBG1	AT5G23090
P49592	AT5G23090
Q9FN45	AT5G23100
Q8L7C7	AT5G23110
Q9FN44	AT5G23110
A0A1P8BG37	AT5G23120
O82660	AT5G23120
A0A178UBI1	AT5G23130
Q8VYP8	AT5G23130
Q9FN42	AT5G23140
A0A178UI48	AT5G23150
A0A1P8BC24	AT5G23150
Q9XER9	AT5G23150
Q9FMY4	AT5G23160
Q9FMY3	AT5G23170
Q9FMY2	AT5G23180
Q9FMY1	AT5G23190
Q8RUI8	AT5G23200
Q9FMY0	AT5G23200
A0A1P8BEA9	AT5G23210
A8MQN9	AT5G23210
F4KCT5	AT5G23210
Q0WPR4	AT5G23210
Q2V352	AT5G23212
Q9FMX8	AT5G23220
Q9FMX7	AT5G23230
Q9FMX6	AT5G23240
A0A1P8BEZ0	AT5G23250
B3H632	AT5G23250
Q8LAD2	AT5G23250
A0A1P8BAR2	AT5G23260
A0A2H1ZE61	AT5G23260
B2GVM9	AT5G23260
F4KCU5	AT5G23260
Q8RYD9	AT5G23260
Q9FMX3	AT5G23270
Q9FMX2	AT5G23280
P57742	AT5G23290
P32746	AT5G23300
Q9FMX0	AT5G23310
A0A178ULE8	AT5G23320
A0A1P8BBN6	AT5G23320
Q9FMW9	AT5G23320
Q0WS47	AT5G23330
Q9FMW8	AT5G23330
A0A178UH53	AT5G23340
A0A178UN66	AT5G23350
Q9FMW6	AT5G23350
Q9FMW5	AT5G23360
Q9FMW4	AT5G23370
A0A178UKK0	AT5G23380
A0A1P8BD57	AT5G23380
Q9FGE1	AT5G23380
Q8RX89	AT5G23390
Q8GYJ4	AT5G23395
A0A178UCM8	AT5G23400
Q941D1	AT5G23405
B3H7E0	AT5G23411
A0A178ULY2	AT5G23420
F4KCW4	AT5G23420
Q8LDF9	AT5G23420
Q8H0T9	AT5G23430
Q9FHL4	AT5G23440
A0A1P8BDB5	AT5G23450
B3H501	AT5G23450
Q9LRB0	AT5G23450
Q8LC01	AT5G23460
Q9FHL2	AT5G23460
Q9FHL1	AT5G23470
A0A1P8B9E3	AT5G23480
F4KCX4	AT5G23480
A0A1P8BDX3	AT5G23490
A0A1P8BDY6	AT5G23490
A0A1P8BE02	AT5G23490
F4KCX5	AT5G23490
Q9FGG6	AT5G23490
A0A1P8BED8	AT5G23510
Q1ECD6	AT5G23510
Q9LT10	AT5G23530
Q9LT09	AT5G23535
A8MR12	AT5G23540
Q9LT08	AT5G23540
A0A178UHA4	AT5G23550
A0A1P8BE44	AT5G23570
Q9LDX1	AT5G23570
A0A178UL69	AT5G23575
Q56W51	AT5G23575
Q8VZJ5	AT5G23575
Q42396	AT5G23580
Q8L7M3	AT5G23590
Q9LT04	AT5G23600
A0A178UAF1	AT5G23610
A0A178UBZ2	AT5G23610
Q6DBN8	AT5G23610
Q9LT03	AT5G23610
Q9LT02	AT5G23630
O82587	AT5G23660
Q9LSZ9	AT5G23670
A0A178UCW9	AT5G23680
F4KE92	AT5G23690
A0A1P8BB67	AT5G23700
A0A1P8BB69	AT5G23700
F4KE93	AT5G23700
F4KE96	AT5G23720
Q75QN6	AT5G23720
Q9FFA7	AT5G23730
P42733	AT5G23740
A0A1P8BFC2	AT5G23750
Q9FFA5	AT5G23750
A0A1P8BA56	AT5G23760
Q2HIM4	AT5G23760
Q8LCK3	AT5G23760
A0A178UQU6	AT5G23770
A0A2H1ZE63	AT5G23770
F4KEA3	AT5G23770
F4KEA4	AT5G23770
A0A1P8BCT9	AT5G23780
A0A2H1ZE64	AT5G23780
Q9FFA2	AT5G23780
Q9FFA1	AT5G23790
A0A1P8BG96	AT5G23800
Q9FFA0	AT5G23800
A0A1P8BC79	AT5G23810
A0A1P8BC87	AT5G23810
Q9FF99	AT5G23810
Q9FF98	AT5G23820
B3H438	AT5G23830
Q9FF97	AT5G23830
A0A178UT10	AT5G23840
F4KEB4	AT5G23840
Q9FF95	AT5G23850
P29516	AT5G23860
B9DFR3	AT5G23870
F4KEB8	AT5G23870
Q9LKF9	AT5G23880
A0A1P8BAU8	AT5G23890
Q9FF91	AT5G23890
Q9FF90	AT5G23900
B3H6V9	AT5G23903
B3H7J2	AT5G23908
A0A178UBX1	AT5G23910
F4KEC6	AT5G23910
A0A178U9Q7	AT5G23920
A0A178UH45	AT5G23930
A0A178UE74	AT5G23940
A0A178UEG9	AT5G23940
A0A178UG95	AT5G23940
Q9FF86	AT5G23940
A0A178ULA4	AT5G23950
Q5PNU6	AT5G23950
Q9FF85	AT5G23950
A0A178UCT1	AT5G23960
A0A178UR25	AT5G23960
Q84UU4	AT5G23960
A0A178UKA1	AT5G23970
Q8W110	AT5G23980
A0A178UNE5	AT5G23990
A0A1P8B9Z4	AT5G23990
Q9FLW2	AT5G23990
A0A178UFR0	AT5G24000
Q9FLW1	AT5G24000
Q9FLW0	AT5G24010
Q9MBA2	AT5G24020
A0A1R7T388	AT5G24030
Q9FLV9	AT5G24030
A0A1P8BDL9	AT5G24040
F4KFP5	AT5G24040
Q9FLV8	AT5G24040
Q9FLV7	AT5G24050
A0A178UMH8	AT5G24060
F4KFP7	AT5G24060
Q9FLV6	AT5G24060
Q9FLV5	AT5G24070
A0A1P8BBY8	AT5G24080
Q9FLV4	AT5G24080
P19172	AT5G24090
Q9FL63	AT5G24100
Q8L9T8	AT5G24105
Q9FL62	AT5G24110
Q9ZNX9	AT5G24120
A0A178UCZ8	AT5G24130
A0A2H1ZE80	AT5G24140
O65403	AT5G24140
F4KFQ9	AT5G24150
O65404	AT5G24150
Q8RWI1	AT5G24150
A0A1P8BEW9	AT5G24155
A0A1P8BEZ7	AT5G24155
Q6ID26	AT5G24155
A0A1P8BA09	AT5G24160
A0A1P8BA10	AT5G24160
O65402	AT5G24160
A0A1P8BEJ3	AT5G24170
Q9FIP2	AT5G24170
Q9FIP1	AT5G24180
Q9FIP0	AT5G24190
F4KFR6	AT5G24200
Q9FNG1	AT5G24210
A0A1P8BDB6	AT5G24215
Q9FNG0	AT5G24220
Q8GW37	AT5G24230
Q9FNF8	AT5G24240
A0A1R7T3L2	AT5G24260
Q8GUJ7	AT5G24260
Q9FNF6	AT5G24260
A0A1P8BDK7	AT5G24270
A0A384LGK3	AT5G24270
O81223	AT5G24270
A0A1P8BDF3	AT5G24275
A0A1P8BDG0	AT5G24275
A0A1P8BDG4	AT5G24275
A0A1P8BA87	AT5G24280
F4KFS5	AT5G24280
A0A178URL5	AT5G24290
F4KFS7	AT5G24290
Q9FNF2	AT5G24300
A0A1P8BBP1	AT5G24310
A0A1P8BBP2	AT5G24310
F4KFT1	AT5G24310
Q6NMC6	AT5G24310
Q8L8Z4	AT5G24313
Q8VZV9	AT5G24314
A0A178UBX2	AT5G24316
A0A1P8BDM0	AT5G24318
A0A1P8BDM2	AT5G24318
F4KH28	AT5G24318
F4KH29	AT5G24318
A0A178U7I0	AT5G24320
F4KH31	AT5G24320
Q9FNE9	AT5G24330
A0A1P8BGD5	AT5G24340
Q9FIN8	AT5G24340
F4KH34	AT5G24350
Q9FIN7	AT5G24350
A8MSG2	AT5G24352
F4KH37	AT5G24352
Q3E970	AT5G24355
F4KH40	AT5G24360
F4KH41	AT5G24360
Q8RX75	AT5G24360
Q93VJ2	AT5G24360
Q9FIN5	AT5G24370
C0Z3J7	AT5G24380
Q6R3K9	AT5G24380
Q84WW2	AT5G24400
Q9FIN1	AT5G24410
Q8LEV7	AT5G24420
Q9FIM9	AT5G24430
Q9FGE6	AT5G24440
A0A1P8BB21	AT5G24450
F4KH50	AT5G24450
Q8VZB0	AT5G24450
Q9FGE4	AT5G24460
Q6LA42	AT5G24470
Q9FGE2	AT5G24480
A0A178UCE0	AT5G24490
Q9FLV3	AT5G24490
Q84J91	AT5G24500
Q9FLV2	AT5G24500
Q9FLV1	AT5G24510
Q5DWW6	AT5G24520
Q9XGN1	AT5G24520
Q9FLV0	AT5G24530
A0A1P8BER6	AT5G24540
Q9FLU9	AT5G24540
Q9FLU8	AT5G24550
A0A2H1ZE72	AT5G24560
Q9FLU7	AT5G24560
A0A1P8BFC0	AT5G24580
F4KH65	AT5G24580
F4KH66	AT5G24580
Q9FLU5	AT5G24580
Q9LKG8	AT5G24590
A0A178URV3	AT5G24600
A0A178UTN9	AT5G24600
A0A178UTY1	AT5G24600
F4KH70	AT5G24600
A0A1P8BGX4	AT5G24620
A0A1P8BGX9	AT5G24620
B3LFC8	AT5G24620
F4KH74	AT5G24620
Q9FLU2	AT5G24620
A0A1P8BCE5	AT5G24630
A0A1P8BCF0	AT5G24630
A0A1P8BCF3	AT5G24630
F4KH75	AT5G24630
F4KH76	AT5G24630
F4KH77	AT5G24630
F4KH79	AT5G24630
Q9FLU1	AT5G24630
A0A178U7J1	AT5G24640
Q9FLT9	AT5G24650
Q8L8S2	AT5G24655
Q9FIR9	AT5G24660
F4KH85	AT5G24670
F4KH86	AT5G24670
Q9FIR6	AT5G24690
F4KIH8	AT5G24710
Q8L7Q1	AT5G24710
Q9FIR2	AT5G24710
Q9FIR4	AT5G24710
A0A178UGW6	AT5G24740
A0A1P8BED7	AT5G24740
A0A1P8BEE1	AT5G24740
A0A1P8BEE6	AT5G24740
A0A1P8BEF0	AT5G24740
F4KIH9	AT5G24740
F4KII0	AT5G24740
F4KII1	AT5G24750
A0A1P8BEM2	AT5G24760
Q8LEB2	AT5G24760
F4KII6	AT5G24770
O82122	AT5G24770
B3H5J6	AT5G24780
O49195	AT5G24780
Q9FT41	AT5G24790
Q9FUD3	AT5G24800
F4KIJ2	AT5G24810
Q93YN5	AT5G24810
Q8L6Y3	AT5G24830
Q8GXB7	AT5G24840
Q84KJ5	AT5G24850
A0A1P8BBM5	AT5G24860
A0A1P8BBN7	AT5G24860
O23624	AT5G24860
Q8L775	AT5G24870
Q3E966	AT5G24880
A0A178UF40	AT5G24890
A0A1P8BDE2	AT5G24900
Q6NKZ8	AT5G24900
A0A1R7T3K0	AT5G24910
Q93Z79	AT5G24910
Q3E965	AT5G24920
Q940T9	AT5G24930
Q4PSE8	AT5G24940
P58046	AT5G24950
A0A1P8BF27	AT5G24960
P58045	AT5G24960
A0A384L5P8	AT5G24970
F4KIL1	AT5G24970
Q84W22	AT5G24970
Q94AK1	AT5G24990
Q3E964	AT5G25000
Q3E7D9	AT5G25010
F4KIL6	AT5G25020
F4KIL7	AT5G25030
A0A1P8BCU0	AT5G25040
A0A2H1ZE79	AT5G25040
F4KIL8	AT5G25040
F4KIL9	AT5G25040
Q5FV41	AT5G25050
Q9C5J3	AT5G25060
Q8L4Q6	AT5G25070
A0A178UE81	AT5G25080
Q8LC95	AT5G25090
F4KIM7	AT5G25100
Q9C5N2	AT5G25100
Q8W1D5	AT5G25110
P58049	AT5G25120
Q9ZU07	AT5G25130
P58050	AT5G25140
A0A1P8BA79	AT5G25150
Q6S7B0	AT5G25150
Q39262	AT5G25160
A0A178ULA1	AT5G25170
A0A1P8B9X3	AT5G25170
P58051	AT5G25180
Q94AW5	AT5G25190
F4JWP5	AT5G25200
A0A178UFU5	AT5G25210
A0A178UFV8	AT5G25210
A0A1P8BC51	AT5G25210
F4JWP8	AT5G25220
P48000	AT5G25220
F4JWP9	AT5G25230
Q8GYN8	AT5G25240
Q501E6	AT5G25250
Q4V3D6	AT5G25260
Q8W4E6	AT5G25265
F4JWQ4	AT5G25270
Q4PSE7	AT5G25290
Q3E960	AT5G25300
Q3E7Q9	AT5G25310
A0A1P8B9Q4	AT5G25320
A0A1P8B9R3	AT5G25320
F4JWR0	AT5G25320
Q708Y0	AT5G25350
A0A178UAQ5	AT5G25360
A0A1P8BAD1	AT5G25360
A0A1P8BEI1	AT5G25370
P58766	AT5G25370
A0A1P8BH20	AT5G25380
A0A1P8BH26	AT5G25380
Q39071	AT5G25380
A0A178UR63	AT5G25390
Q3E958	AT5G25390
A0A178UAN1	AT5G25400
Q3E6T0	AT5G25400
Q941C9	AT5G25410
F4JWS2	AT5G25415
Q3E956	AT5G25420
F4JWS5	AT5G25425
Q3E954	AT5G25430
A0A178UR40	AT5G25440
A0A178USK7	AT5G25440
A0A1P8BAW1	AT5G25440
A0A384LCQ4	AT5G25450
F4JWS8	AT5G25450
F4JWS9	AT5G25450
A0A178UH27	AT5G25460
Q1PDT6	AT5G25470
F4JWT6	AT5G25475
Q680D9	AT5G25475
F4JWT7	AT5G25480
A0A384KQC7	AT5G25490
Q5XV34	AT5G25500
Q93YV6	AT5G25510
A0A178UHQ5	AT5G25520
A0A178UKW1	AT5G25520
A0A1P8BD97	AT5G25520
F4JWU1	AT5G25520
Q8GYX6	AT5G25520
A0A1P8BHE8	AT5G25530
F4JY55	AT5G25530
C0Z2E4	AT5G25540
Q6NQH9	AT5G25540
Q4PSE6	AT5G25550
F4JY59	AT5G25560
F4JY60	AT5G25560
F4JY61	AT5G25560
F4JY62	AT5G25570
Q8LD64	AT5G25570
A0A178UG69	AT5G25580
A0A178UHX9	AT5G25590
A0A178ULN3	AT5G25600
Q08298	AT5G25610
A0A178UD30	AT5G25620
A0A178UDI7	AT5G25620
F4JY69	AT5G25620
Q8VZ59	AT5G25620
A0A384L6V6	AT5G25630
F4JY71	AT5G25630
Q8GZ63	AT5G25630
A0A178U8L8	AT5G25640
F4JY74	AT5G25750
Q84MB5	AT5G25752
A0A178U9L8	AT5G25754
A0A178UM83	AT5G25754
A0A1P8BG76	AT5G25755
A0A1P8BFI2	AT5G25756
A0A178U9L8	AT5G25757
Q8LGF7	AT5G25760
A0A178UEC4	AT5G25770
A8MQE3	AT5G25770
Q8L7E1	AT5G25770
Q8GUM1	AT5G25780
A0A1R7T3L4	AT5G25790
A0A384KB69	AT5G25790
F4JY84	AT5G25790
A0A1P8BEI3	AT5G25800
Q8L7M4	AT5G25800
Q39127	AT5G25810
Q0WPG1	AT5G25820
P69781	AT5G25830
Q8GW85	AT5G25840
Q3E944	AT5G25850
Q3E7J7	AT5G25860
F4JY92	AT5G25870
Q9XGY9	AT5G25870
A0A1P8BDF1	AT5G25880
A0A1P8BDG6	AT5G25880
Q9XGZ0	AT5G25880
Q9XFM0	AT5G25890
Q93ZB2	AT5G25900
Q7FZR1	AT5G25910
F4JY97	AT5G25920
Q9XGZ2	AT5G25930
A0A178U994	AT5G25940
Q8LD96	AT5G25940
F4JYA0	AT5G25950
Q9XGZ4	AT5G25950
F4JYA1	AT5G25960
Q1PDT5	AT5G25960
Q1PDT4	AT5G25970
Q9XGZ7	AT5G25970
A0A178UIY8	AT5G25980
Q9C5C2	AT5G25980
P37702	AT5G26000
A0A178UA66	AT5G26010
Q9XGZ9	AT5G26010
P42043	AT5G26030
Q944K3	AT5G26040
Q5XV33	AT5G26050
Q680N1	AT5G26060
A0A178UQ79	AT5G26070
Q3E939	AT5G26080
F4JZP8	AT5G26090
Q1PDT2	AT5G26090
Q9XH02	AT5G26090
Q3E938	AT5G26100
B3H6N3	AT5G26110
Q8VZR2	AT5G26120
F4JZQ4	AT5G26130
Q9XH05	AT5G26130
A0A1P8BH85	AT5G26140
A0A1P8BH87	AT5G26140
A0A2H1ZE76	AT5G26140
Q9XH06	AT5G26140
A0A1P8BD07	AT5G26150
F4JZQ6	AT5G26150
A0A1R7T374	AT5G26160
Q7Y219	AT5G26160
A0A178UAY2	AT5G26170
Q8VWQ5	AT5G26170
Q8GYE8	AT5G26180
Q3E937	AT5G26190
O81487	AT5G26200
Q93YZ9	AT5G26200
A0A178UAA1	AT5G26210
A0A178UBM5	AT5G26210
O81488	AT5G26210
A0A178UHT0	AT5G26220
A0A1R7T3I6	AT5G26220
Q8GY54	AT5G26220
Q3E936	AT5G26230
A0A1P8B9J9	AT5G26240
P92943	AT5G26240
Q8GYV7	AT5G26240
Q9SBA7	AT5G26250
O81493	AT5G26260
B3H5U4	AT5G26262
F4JZS0	AT5G26270
F4JZS1	AT5G26270
A0A1P8BA53	AT5G26280
A8MR02	AT5G26280
Q93Z83	AT5G26280
F4JZS4	AT5G26290
F4JZS5	AT5G26300
O81498	AT5G26310
F4JZS7	AT5G26320
A0A178UBI9	AT5G26330
Q94AZ2	AT5G26340
Q84WV1	AT5G26360
B3H4K8	AT5G26570
Q6ZY51	AT5G26570
Q7X9H2	AT5G26580
F4JZT3	AT5G26594
Q3E6S9	AT5G26600
F4K1A0	AT5G26617
A0A178UFK6	AT5G26620
Q3E7U8	AT5G26620
F4K199	AT5G26622
Q2V346	AT5G26622
O65247	AT5G26630
Q7XJK7	AT5G26630
Q7XJK6	AT5G26650
A0A1P8BGT1	AT5G26660
Q8LPH6	AT5G26660
O04905	AT5G26667
Q66GM8	AT5G26670
A8MRY4	AT5G26673
A0A1P8BFQ5	AT5G26680
F4K191	AT5G26680
O65251	AT5G26680
Q8GWS3	AT5G26690
Q3E927	AT5G26692
O65252	AT5G26700
O82462	AT5G26710
Q56ZE1	AT5G26710
Q3E926	AT5G26717
A0A178UQ78	AT5G26730
F4K185	AT5G26730
A0A178UBF3	AT5G26731
Q949Z2	AT5G26740
A0A178URN6	AT5G26742
F4K180	AT5G26742
Q8L7S8	AT5G26742
F4K1A8	AT5G26749
F4K1A9	AT5G26749
P43288	AT5G26751
F4K1B1	AT5G26760
A0A1P8BB41	AT5G26770
A0A1P8BB47	AT5G26770
F4K1B4	AT5G26770
Q94C74	AT5G26780
Q8LAB7	AT5G26790
Q3E922	AT5G26805
A0A178UMJ0	AT5G26810
O04953	AT5G26810
Q8W4E7	AT5G26820
O04630	AT5G26830
F4K1C5	AT5G26840
C0Z3K6	AT5G26850
F4K1C7	AT5G26850
Q56ZJ8	AT5G26850
A0A2H1ZE77	AT5G26860
P93655	AT5G26860
Q93ZJ8	AT5G26860
O04632	AT5G26865
A0A178UI04	AT5G26880
Q4PSE4	AT5G26900
A0A384LKQ3	AT5G26910
F4K2R2	AT5G26910
F4K2R4	AT5G26910
O04635	AT5G26910
A0A1P8BEE3	AT5G26920
F4K2R6	AT5G26920
A0A178UQA1	AT5G26930
Q8LC59	AT5G26930
Q682U6	AT5G26940
Q7X9H9	AT5G26950
Q6NPN5	AT5G26960
C0Z2R3	AT5G26980
O65359	AT5G26980
Q6NM26	AT5G26990
O81635	AT5G27000
F4K2T0	AT5G27010
F4K2T3	AT5G27030
Q84JM4	AT5G27030
Q4PSE3	AT5G27050
Q9S9U3	AT5G27060
A0A1P8BHY2	AT5G27065
Q7X9N2	AT5G27070
Q9S7H3	AT5G27080
B3H507	AT5G27090
Q9S9U2	AT5G27090
O04660	AT5G27100
O04659	AT5G27110
O04658	AT5G27120
F4K2U3	AT5G27130
O04657	AT5G27130
O04656	AT5G27140
Q68KI4	AT5G27150
F4K2U6	AT5G27170
O04652	AT5G27200
F4K2U8	AT5G27210
A0A1P8BA40	AT5G27220
O04650	AT5G27220
Q5XV31	AT5G27230
B3H5E1	AT5G27238
F4K2V2	AT5G27240
O04648	AT5G27240
B3H5W9	AT5G27247
F4K2V4	AT5G27260
O04648	AT5G27260
A0A1P8BDZ0	AT5G27270
A0A1P8BE00	AT5G27270
A0A1P8BE14	AT5G27270
O04647	AT5G27270
O04646	AT5G27280
F4K2V8	AT5G27290
Q08AA8	AT5G27290
A0A178UEH1	AT5G27300
A0A1P8BC06	AT5G27300
F4K2V9	AT5G27300
F4K2W0	AT5G27300
Q3E914	AT5G27310
Q940G6	AT5G27320
F4K498	AT5G27330
F4K499	AT5G27340
Q94CI7	AT5G27350
A0A1P8BB18	AT5G27360
A0A1P8BB22	AT5G27360
A0A1P8BB24	AT5G27360
Q94CI6	AT5G27360
Q3E912	AT5G27370
P46416	AT5G27380
A0A1P8BEU1	AT5G27390
A0A1P8BEU8	AT5G27390
A0A1P8BEZ3	AT5G27390
F4K4A6	AT5G27390
Q8GWL5	AT5G27390
B3H4A1	AT5G27395
Q8GXP7	AT5G27395
Q84TD5	AT5G27400
A0A1P8BAA6	AT5G27410
A0A1P8BAB8	AT5G27410
F4K4A7	AT5G27410
Q9ASR4	AT5G27410
Q8LGA5	AT5G27420
Q53YF3	AT5G27430
P46086	AT5G27450
Q3E911	AT5G27460
Q39230	AT5G27470
F4K4B8	AT5G27490
A0A1P8BBR5	AT5G27493
Q2V342	AT5G27495
Q3E909	AT5G27510
C0Z269	AT5G27520
Q8VZS0	AT5G27520
F4K4C2	AT5G27530
Q8RXF8	AT5G27540
F4K4C5	AT5G27550
A0A1R7T377	AT5G27560
Q94K68	AT5G27560
Q3E906	AT5G27570
Q7XJL1	AT5G27580
Q8LKS5	AT5G27600
F4K4D0	AT5G27606
A0A1P8BGX5	AT5G27607
Q6A331	AT5G27610
A0A1P8BAW8	AT5G27620
A0A1P8BAX1	AT5G27620
Q8W5S1	AT5G27620
A0A178UN82	AT5G27630
A0A178UP62	AT5G27630
A0A1P8BFD3	AT5G27630
A0A1P8BFF0	AT5G27630
A0A1P8BFG3	AT5G27630
Q8RWD9	AT5G27630
F4K4D5	AT5G27640
Q56ZP3	AT5G27640
Q9C5Z1	AT5G27640
F4K4D6	AT5G27650
A0A384KP42	AT5G27660
Q3E6S8	AT5G27660
Q94F49	AT5G27670
A0A1P8BBY0	AT5G27680
A0A1P8BBY3	AT5G27680
Q9FT69	AT5G27680
Q84J88	AT5G27690
Q3E902	AT5G27700
A0A1P8BGX1	AT5G27710
Q6NM16	AT5G27710
F4K4E3	AT5G27720
A0A1P8BGI5	AT5G27730
A0A1P8BGK3	AT5G27730
A0A1P8BGK4	AT5G27730
A0A1P8BGK8	AT5G27730
Q94CC1	AT5G27730
Q8VXX4	AT5G27740
A0A1P8BHF1	AT5G27750
Q0V7P8	AT5G27750
A0A178UJ07	AT5G27760
A0A1P8BCY5	AT5G27760
A0A1P8BD36	AT5G27765
Q9FE58	AT5G27770
Q3E900	AT5G27790
F4K5P3	AT5G27800
Q3E8Z9	AT5G27810
Q8LDK5	AT5G27820
A0A1P8BFS7	AT5G27830
A8MS02	AT5G27830
F4K5P6	AT5G27830
F4K5P7	AT5G27830
F4K5P9	AT5G27830
Q94BQ5	AT5G27830
A0A1P8BC75	AT5G27840
O82734	AT5G27840
A0A1P8BGQ0	AT5G27850
Q940B0	AT5G27850
F4K5Q4	AT5G27860
Q3E8Z8	AT5G27870
F4K5Q7	AT5G27880
B3H526	AT5G27889
